Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2002 BMW e46 2.0 318i post facelift,2002,BMW,e46 2.0 318i post facelift,3900000,,automatic,235000,Santiago,"BMW E46 del año 2002 con un motor de 2.0 litros y 235,000 kilómetros recorridos. Este vehículo tiene características destacadas: Frenos nuevos: Pastillas de freno cerámicas y discos nuevos Zimmerman. Mantenimiento reciente: Caja y motor revisados hace 15,000 km y 2,000 km respectivamente. Transmisión automática: 5 velocidades y 3 modos :automatico/sport/manual. Seguridad avanzada: Control de tracción, ABS y airbags. Comodidad interior: Aire acondicionado, sunroof, retrovisores eléctricos y cámara de retroceso. Entretenimiento moderno: Pantalla plug and play con USB, Bluetooth y controles en el volante. Funcionalidad adicional: Control de crucero, cierre centralizado y alarma. Estética deportiva: Llantas asimétricas aro 17 del modelo “look M”. Tiene detalles estéticos en el exterior que arreglar, tengo el parachoque trasero, pero hay que pintarlo para igualar al color de la carrocería, para mas detalles al interno Lo muestro en la florida Si esta publicado, esta disponible",['detalles menores'],https://web.facebook.com/marketplace/item/818899626922095/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW series 5,2010,BMW,series 5,9890000,,automatic,125000,María Pinto,SE VENDE O SE PERMUTA BMW 523i AÑO 2010 FULL CUERO MOTOR 2.5 CAJA AT CLIMATIZADOR VELOCIDAD CRUCERO ESCOTILLA MALETERO ELÉCTRICO VIDRIOS POLARIZADOS 120.XXX KM REALES ENTRE MÁS COSAS VEHÍCULO AL DÍA TRASFERENCIA INMEDIATA PRECIO FIJO SE RECIBE VEHÍCULO EN PARTE DE PAGO PERMUTA 11M MÁS INFO AL [hidden information],"['al dia', 'parte']",https://web.facebook.com/marketplace/item/816169343672280/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW series 3,2008,BMW,series 3,4000000,,automatic,1000,Santiago,"Lo compre con detalles de caja nunca le hicieron cambio de aceite a la caja costaba mucho que entraran los cambios. Yo lo recupere le pusimos aditivo para recuperar un poco el aceite logrando que entraran todos los cambios, tienen que andarlo mínimos 150 kilómetros con el aditivo y hacerle el cambio de aceite a la caja conjunto con el filtro y queda listo el problema que tenía ya entran los cambios y todo pero no lo ocupo ya que por falta de espacio y tiempo no e podido darle el rodaje. Ideal cambiarle bomba de agua por seguridad yo lo ocupo de ves en cuando y no tiene problemas pero tiene su consumo de agua dependiendo la distancia solo por seguridad. Esta revisión técnica al día falta seguro y permiso tiene multas y se supone que está en prenda pero hablando con el dueño anterior me dejo transferencia abierta y todo el tema. Prenda antigua. Estuvo votado mucho tiempo tiene sus detalles pero el autito muy cómodo versión full aire acondicionado todo precio conversable.","['conversable', 'al dia', 'multas']",https://web.facebook.com/marketplace/item/4102988583261446/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW series 3,2008,BMW,series 3,6750000,,automatic,145000,Talagante,"Se vende el regalón, solo por apuro económico y por nuevos proyectos. El valor puede ser conversable. Motor 2.0, top de línea con sunroof, automático, asientos de cuero y más… cualquier dato al whatsap [hidden information]. No permuto!!",['conversable'],https://web.facebook.com/marketplace/item/319354131144413/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW x1 x-line,2014,BMW,x1 x-line,8990000,,automatic,117000,Santiago,BMW X1 versión X-line Motor 2.0 bencinero turbo Transmisión automática Sunrooof 116.xxx kilometraje Documentos al día transferible,['al dia'],https://web.facebook.com/marketplace/item/1735482846978679/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 BMW 318i trip tronic,2009,BMW,318i trip tronic,6100000,,automatic,17000,Quilpué,SE VENDE ULTIMO MES AUTO EN BUENAS CONDICIONES CUALQUIER COSA INBOX PRECIO UNICO SE VENDE POR VIAJE,[],https://web.facebook.com/marketplace/item/348811508153383/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 BMW x1,2018,BMW,x1,9500000,,automatic,96000,Puente Alto,"Papeles al dia, transferible, sin multas, es de aseguradora por eso el valor, tiene detalles esteticos, funciona bien de motor y caja, 96.000 km, bencinero Tiene un mensaje de revision de propulsion proximamente, funciona normalmente el auto","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/972539477798159/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW series 3,2011,BMW,series 3,9000000,,automatic,147000,Peñaflor,BMW 325i Año 2011 Motor 2.5 Automático 147.000Km Blanco Bencinero Pantalla CarPlay Escape libre 2 llaves Camara de retroceso Precio conversable,['conversable'],https://web.facebook.com/marketplace/item/247259911798022/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 BMW series 3,2006,BMW,series 3,8000000,,automatic,130000,Santiago,"¡Oportunidad única! 🚀 Vendo BMW 330i 2006, un verdadero clásico con un motor aspirado de 3.0 litros y 280 HP. Este auto ha sido cuidado meticulosamente y está en excelente estado: 🛠️ Mantenimiento recién hecho ✅ - Kilometraje: 130,xxxkm - Amortiguadores nuevos de Alemania 🇩🇪 - Pintura exterior y llantas recién renovadas con pulitura ✨ - Línea de escape con resonador Borla y colas M para un sonido deportivo 🎶 - Asientos y retrovisores electrónicos 🚗 - Tapicería y plásticos interiores impecables, sin detalles 🔥 - Lámina de seguridad en todos los vidrios El auto es una máquina pueden venir con 10 mecánicos si quieren está impecable y muy muy bien cuidado ❤️ Acepto permutas más dinero a mi favor",[],https://web.facebook.com/marketplace/item/366077916240218/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW x1,2010,BMW,x1,8400000,,automatic,135000,Quilpué,"Totalmente Transferible , a mi nombre ... papeles al dia , uso diario , poco kilometraje para el año , motor bencinero 2.0 y caja automatica , buen estado , neumaticos 70% , rev tecn julio 2024 , permiso circulacion pago total hasta 2025 ...NO SE PERMUTA ... poco conversable ... interazados solicitar numero de whatsaap .. y si esta publicado esta disponible ..","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/918898256446007/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW x1,2014,BMW,x1,4690000,,automatic,190000,Cerrillos,"Vendemos o recibimos vehículo en parte de pago, motor e interiores impecables , A TODA PRUEBA. 2da Dueña 190 km UNICO DETALLE ELECTRICO NO ENCIENDE .- Motor 2.0 Cc (De 15,4 a 19,2 km x litros) DIESEL .- 4 Airbags .- Version con pantalla completa .- 5 llantas de aleación OPORTUNIDAD Consultas serias llamar al 9️⃣ 3️⃣4️⃣6️⃣7️⃣0️⃣5️⃣7️⃣5️⃣ Mundo Automotriz Oeste PRECIO CONVERSABLE podría recibir todo tipo de vehículos ejemplo.. a spark lt gt cruze sonic aveo sail onix prisma orlando captiva dmax silverado optra suzuki vitara jimmy swift baleno gran nomade celerio baleno hyundai elantra sonata accent i10 volkswagen gol vento voyage golf saveiro fiat punto kia morning cerato sportage sorento frontier Rio5 impreza forester chery iq tiggo fulwin zna grand tigger zx dfsk dongfeng asia hafei changan nissan v16 sentra murano qashqai dodge ram dakota durando toyota yaris sport corolla 4runner rubicon jeep wragler bmw 235 240 116 330 m2 m3 m4 x6 x5 gt camaro srt kia frontier byd mi","['conversable', 'parte']",https://web.facebook.com/marketplace/item/1374096053298953/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW 520i turbo 2014 motor malo,2014,BMW,520i turbo 2014 motor malo,6950000,,automatic,150000,Santiago,Liquido bmw 520i turbo executive motor malo Documentos atrasados transferible No de remate no de cia de seguro Ver en salvador Allende 243 San Joaquín ➕5️⃣6️⃣9️⃣ 9️⃣6️⃣4️⃣8️⃣5️⃣4️⃣9️⃣5️⃣,"['atrasados', 'malo']",https://web.facebook.com/marketplace/item/406257968715606/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW 116i sport,2012,BMW,116i sport,7990000,,automatic,158000,Rancagua,"Se vende bmw 116i modelo sport - permiso de circulación pagado, al día - 4 modos de conducción eco, normal, sport, sport+ - sunroof - caja automática de 8 cambios -cambio de pastillas en las 4 ruedas recién realizado - cambio de aceite recién realizado Más detalles por Interno +5️⃣6️⃣9️⃣3️⃣2️⃣3️⃣7️⃣4️⃣8️⃣3️⃣6️⃣",['al dia'],https://web.facebook.com/marketplace/item/971289741052345/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW x1,2014,BMW,x1,4690000,,automatic,215000,San Miguel,"Vendemos o recibimos vehículo en parte de pago, motor e interiores impecables 2da Dueña UNICO DETALLE ELECTRICO NO ENCIENDE .- Motor 2.0 Cc (De 15,4 a 19,2 km x litros) DIESEL .- 4 Airbags .- Version con pantalla completa .- 5 llantas de aleación OPORTUNIDAD Consultas serias llamar al 9️⃣ 3️⃣4️⃣6️⃣7️⃣0️⃣5️⃣7️⃣5️⃣ Mundo oeste automotriz PRECIO CONVERSABLE podría recibir todo tipo de vehículos ejemplo.. a spark lt gt cruze sonic aveo sail onix prisma orlando captiva dmax silverado optra suzuki vitara jimmy swift baleno gran nomade celerio baleno hyundai elantra sonata accent i10 volkswagen gol vento voyage golf saveiro fiat punto kia morning cerato sportage sorento frontier Rio5 impreza forester chery iq tiggo fulwin zna grand tigger zx dfsk dongfeng asia hafei changan nissan v16 sentra murano qashqai dodge ram dakota durando toyota yaris sport corolla 4runner rubicon jeep wragler bmw 235 240 116 330 m2 m3 m4 x6 x5 gt camaro srt kia frontier byd mi","['conversable', 'parte']",https://web.facebook.com/marketplace/item/860346139436969/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW series 3,2011,BMW,series 3,9600000,,automatic,124000,Huechuraba,BMW 320i 2011 2.0 -Cuenta con look m3 e90 -Llantas y neumáticos aro 17 ( se entrega con 4 neumáticos y llantas aro 16) -Línea de escape inox con dos silenciadores -Polarizado legal (certificado de polarizado) -Pantalla touch con Apple CarPlay -Sensor de retroceso -Kilómetros: 124.000 -Detalle en el costado derecho se ve en la foto -Mecánicamente impecable Pápeles totalmente al día hasta 2025 EXCELENTE ESTADO Precio conversable NO SE PERMUTA,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/7760610253973580/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW x3 diesel 2.0cc al día,2011,BMW,x3 diesel 2.0cc al día,8580000,,automatic,170000,Cerrillos,✅Motor Turbo Diesel 2.0 ✅Pastillas De Frenos Nuevas ✅Mantencion Realizada ✅Full Equipo Encendido Star/ Stop ✅Documentos Al Dia ✅Dirección Hidráulica ✅Radio Bluetooth ✅Sensor De Aproximación Delantero y Trasero ✅Neumáticos y Llantas Impecables ✅Alarma y Cierre Centralizado ✅Cámara De Retroceso Y Más… Vehículo A Toda Prueba Excelente Estado Motor y Carrocería Podría Recibir Vehículos De Menor Valor!!! Cualquier Duda O Consulta ➕5️⃣6️⃣9️⃣8️⃣8️⃣4️⃣9️⃣6️⃣1️⃣3️⃣6️⃣,['al dia'],https://web.facebook.com/marketplace/item/1804675113368767/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 BMW 523 i39,2000,BMW,523 i39,4700000,,automatic,193000,Pudahuel,Venta o permuta auto sin detalles mecánicos solo estética motor 2.5 6 cilindros en línea una máquina busco auto más chico para guardarlo en mi casa doy de pudahuel mantenimiento realizado puede traer mecánico gracias,[],https://web.facebook.com/marketplace/item/629699289311534/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 BMW 525 i 2.5 aut,2005,BMW,525 i 2.5 aut,3500000,,automatic,9000,Lo Prado,BMW 525 I 2.5 al desarme Motor 2.5 Caja automática Tapiz full cuero nuevo Interior nuevo Exterior nuevo Llantas nuevas neumáticos impecables Motor impecable Focos parabrisas Están todo los repuestos del vehículo Consulte aproveche los repuestos a buen precio,"['desarme', 'repuestos']",https://web.facebook.com/marketplace/item/433333855740812/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 BMW 320i 2.2,2005,BMW,320i 2.2,6999000,,automatic,168000,Algarrobo,"Vendo BMW 320i 2.2 o Permuto por 4x4 automático. Excelente estado, al dia y transferible llegar y andar. Tapiz de cuero excelente, techo eléctrico, butacas eléctricas, motor y caja impecable, aceite motor, bujías, filtros discos, pastillas, sensores de frenos, amortiguadores, bandejas de suspensión nuevos. Se vende por renovación. valor $7.490.000",['al dia'],https://web.facebook.com/marketplace/item/931826218674299/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 3,2012,BMW,series 3,1000000,,automatic,140000,Las Condes,"BMW 320 LCI 2012 AL DESARME, SE HACEN ENVÍOS",['desarme'],https://web.facebook.com/marketplace/item/1514237835803714/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 BMW x5,2015,BMW,x5,5100000,,automatic,169000,Cerrillos,"✨Importante✨ ✅Motor 3.0 CC Turbo Diesel ✅Aire Acondicionado ✅Direccion Hidraulica ✅Automatica ✨ Opciones de Pago: CONTADO O FINANCIAMIENTO AUTOMOTRIZ ✨Opciones de financiamientos: 🔹Desde 5.100.000 de pie previa evaluación. 🔹Desde un 35% de pie cliente falabella previa evaluación. 💲 Precio: $16,980,000 💫Mayores de 21 sin DICOM. 🚘Autos en parte de pago🚘 📞 Contáctanos: ➕5️⃣6️⃣9️⃣4️⃣6️⃣6️⃣2️⃣3️⃣3️⃣5️⃣2️⃣ 📍 Ubicación: Américo Vespucio Express, 2451, Cerrillos, Automotora Lidcar, Patio Automotriz Car Shopping",['parte'],https://web.facebook.com/marketplace/item/388140030832762/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW i3,2012,BMW,i3,6900000,,automatic,1000,Talagante,"Se vende Bmw 318 i 2012 2.0 con todas sus mantenciones al día , de uso diario No se permuta El precio es un poco conservable",['al dia'],https://web.facebook.com/marketplace/item/422890507353095/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 BMW 325ia,2006,BMW,325ia,7700000,,automatic,243000,Buin,"Bmw 325ia Buenas condiciones Se puede ver cualquier día Tiene bastante tecnología para el año Sin detalles graves, solo detalles por los años. [hidden information]",[],https://web.facebook.com/marketplace/item/430804156076756/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2013 BMW 116 i automatico 3 puertas ,poco kilometraje , consulte :tenemos más de 30 autos en stock disponibles , véalos! aceptamos pago en efectivo o tarjetas de creditos",2013,BMW,"116 i automatico 3 puertas ,poco kilometraje , consulte :tenemos más de 30 autos en stock disponibles , véalos! aceptamos pago en efectivo o tarjetas de creditos",8990000,,automatic,122000,Santiago,"BMW 116i Año 2016 automatico 1.6cc , Aire acondicionado , 4 airbag ,frontales y cortina , start stop, llantas de aleacion , a toda prueba , real oportunidad ,. CONSULTE , TENEMOS MAS DE 30 AUTOS EN STOCK DISPONIBLE!!",[],https://web.facebook.com/marketplace/item/648401404067826/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW serie 3 bmw 320 i,2011,BMW,serie 3 bmw 320 i,9500000,,automatic,170000,Las Condes,"BMW 320I una verdadera joya Recién cambiados todos los discos de frenos nuevos originales BMW (Facturas de respaldo) Cambios de Aceite, filtros, filtro de polen. Cambio de correa mas soportes por accesorios originales BMW. Recientemente. Cambio de bujías del motor de 4 cilindros. Auto en perfecto estado, todos los mantenimientos al día. Llantas deportivas. neumáticos runflat bmw. El auto funciona increíble lo vendo por apuro economico.",['al dia'],https://web.facebook.com/marketplace/item/399250262825150/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 BMW series 5,1998,BMW,series 5,3250000,,automatic,258000,Pudahuel,"SE VENDE O SE PERMUTA + A MI FAVOR Conversable BMW 528i 1998 Motor 6 en línea 2.8cc Tracción trasera Llantas traseras 19” Llantas delanteras 16” Sensor de temperatura exterior cambiado Al día y transferible sin multas Palanca de cambios de modelos BMW nuevos para e39 con luces funcionales Tiene detalles por el año ya que es del 98 pero en si lo plásticos, tapiz, electrónicos, luces, mecánicamente y funcionalmente está en buen estado, de uso diario Conversable Detalles: -Sunroof no funciona -Los seguros delanteros no funcionan pero tengo los motores para cambiarlos ( Los seguros traseros si funcionan, el auto se abre con la chapa sin problemas) -Alzavidrios traseros no funcionan","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1661312811364416/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 BMW x5,2004,BMW,x5,3900000,,automatic,250000,Conchalí,motor malo por eso el precio vendo o permuto bmw x5 motor v8 (malo) no lo eh podido revisar pero se paro de la nada y suena mal la camioneta esta todo al dia hasta el 2025 a mi nombre llegar y transferir la camioneta esta impecable por dentro y por fuera la caja tambien impecable vendo o permuto por moto sobre 400cc. precio conversable,"['conversable', 'al dia', 'malo']",https://web.facebook.com/marketplace/item/1645226776281154/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW 530 i,2010,BMW,530 i,6990000,,automatic,196000,Santiago,"Vehículo full equipo cuero automático a toda prueba max equipamiento 
A toda prueba",[],https://web.facebook.com/marketplace/item/721294396825869/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 BMW series 3,2001,BMW,series 3,3800000,,automatic,171000,Peñaflor,Se vende BMW 318i serie 3 está tal cual las fotos Está al día transferible Sunroof Radio con pantalla Android Climatizador Sin partes ni multas Detalles: Cambiar buje de bandeja Sensor de ABS cambiar Arreglar alzavidrios,['al dia'],https://web.facebook.com/marketplace/item/945664810428590/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW 525 ia 2.5 aut 2007,2007,BMW,525 ia 2.5 aut 2007,6490000,,automatic,189000,Las Condes,"Bmw 525 IA 2.5 AUT 2007 • Precio: $6.490.000 • Año: 2007 • Kilometraje: 189.000 • Sunroof. • Combustible: Bencina • Transmisión: Automatico • Aire acondicionado • Asientos de cuero. • Mandos al volante • Conexión a USB, auxiliar, bluetooth www.automotoraapoquindo.cl Recuerda que estamos ubicados en Tomás Moro 646 , Las Condes📍 🟡Aceptamos tarjeta de crédito y débito 🟡 Consulta por nuestro crédito automotriz 💵💳 🟡Recibimos autos en parte de pago🚗🚙 🕢Lun a vie 9:30am a 18:30pm - Sáb 10:00 a 17:00pm #automotoraschile #compraventaautos #automotoraApoquindo #vehiculos #ventadeautos",['parte'],https://web.facebook.com/marketplace/item/384210137715522/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 BMW series 1,2017,BMW,series 1,5600000,,automatic,85000,La Serena,"BMW 120i 1.6 T🇩🇪 VERSIÓN: SPORT M VALOR: $18.490.000 PIE: $[hidden information]% ☑️85.000 KMS ☑️TRANSMISION AUTOMÁTICA ☑️MOTOR 1.6 TURBO ☑️AÑO 2017 ☑️MODOS DE MANEJO ☑️SENSORES DE RETROCESO ☑️CÁMARA DE RETROCESO ☑️STAR STOP ☑️MANTENCIONES AL DÍA ☑️CLIMATIZADOR ☑️SUNROOF ☑️ASIENTOS DE ALCÁNTARA ☑️TRACCIÓN TRASERA ☑️STAGE 2 ☑️POPS AND BANG ☑️LÍNEA DE INOX TERMINACIÓN ☑️INDUCCIÓN ALTO FLUJO ☑️CARPLAY CRÉDITO EXPRESS 40%: $7.396.000 🗣️CRÉDITO EXPRESS SIN ACREDITAR RENTA PIE DESDE EL 40% DEL VALOR DEL VEHÍCULO CONDICIÓN: ESTAR BANCARIZADO EN ALGÚN BANCO O TENER ALGÚN PATRIMONIO A SU NOMBRE 🆗 GESTIONAMOS FINANCIAMIENTOS -FALABELLA -TANNER -AUTOFACIL -SANTANDER -UNIDAD -FORUM 🆗RECIBIMOS AUTOS EN PARTE DE PAGO 🆗VEHICULO CON GARANTÍA MOTOR/TREN DELANTERO/ TREN TRASERO 🆗GESTIONAMOS SEGURO AUTOMOTRIZ **MÜNCHEN AUTOMOTRIZ** 📍AV BALMACEDA 4601,","['al dia', 'parte']",https://web.facebook.com/marketplace/item/743714317864513/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 BMW i3,2000,BMW,i3,3100000,,automatic,19000,Chillán Viejo,Bmw 328i año 99 motor 2.8 6 en linea automático caja sport traccion trasera full cuero Aldia transferible Detalles le suena los taquis Bomba hidráulica Parabrisas Amortiguador 9 58_44_66_44,[],https://web.facebook.com/marketplace/item/795594642590345/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW series 1,2014,BMW,series 1,8990000,,automatic,191000,Vitacura,ESPECIFICACIONES GENERALES ・ COLOR: Blanco ・ DUEÑOS: 4 ・ LLAVES: 1 ・ UBICACIÓN: Las Condes ・ NÚMERO DE PUERTAS: 5 ESPECIFICACIONES MECÁNICAS ・ MOTOR: 1.6 ・ TRACCIÓN: 2wd ・ MANTENCIONES: Particular CARACTERÍSTICAS GENERALES ・ COMANDOS AL VOLANTE ・ RADIO BLUETOOTH ・ USB ・ AUX ・ SENSORES DE RETROCESO ・ AIRE ACONDICIONADO ・ MODOS DE CONDUCCIÓN ・ ALZAVIDRIOS ELÉCTRICOS ・ ESPEJOS RETROVISORES ELÉCTRICOS,[],https://web.facebook.com/marketplace/item/853834320117292/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 BMW series 3,2004,BMW,series 3,5290000,,automatic,200000,Molina,Esta en excelente estado Tope de línea Detalles mínimos por el año Fono[hidden information] Todo al día Mantenciones recién echas,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1154577572634470/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 BMW x5,2013,BMW,x5,5100000,,automatic,1000,Santiago,PIE DESDE: $5.100.000 Valor: $16.990.000 Documentos al día✅ Pintura y llantas originales💯 Full equipo📌 Aire acondicionado❄️🔥 Doble air bags💢 Mecánica excelente🌐 Diesel📣 SOLO CON FINANCIAMIENTO✅✅ Todo medio de pago💵💳 Recibo vehículos en parte de pago previa evaluación presencial📌,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/808200134501174/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW x3 xdrive diésel conversable!,2010,BMW,x3 xdrive diésel conversable!,8400000,,automatic,204000,Maipú,BMW X3 Xdrive 3.0 diésel 2010 $8.4 *Asientos de cuero impecables con regulación eléctrica y memoria. *Sunroof operativo y funcionando a perfección. *Neumáticos Goodyear Assurance con menos de 10 mil kms. *Incluye arrastre (no incluye brazo & coco) *Sin choques *Sin multas *Mantenimiento al día *Llegar y transferir,['al dia'],https://web.facebook.com/marketplace/item/724438233192255/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW series 3,2010,BMW,series 3,7600000,,automatic,1000,Puente Alto,"Bmw 318 i año 2010
Papeles al día.
Acepto ofertas.",['al dia'],https://web.facebook.com/marketplace/item/2223336027998134/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 BMW i3,2001,BMW,i3,6000000,,automatic,15000,Santa Cruz,No description,[],https://web.facebook.com/marketplace/item/3427908717501008/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
